gene_id,Cell type,9JD4 B Memory,9JD4 B Naive,9JD4 Basophils LD,9JD4 CD4+ effector,9JD4 CD8 activated,9JD4 MAIT,9JD4 mDCs,9JD4 Monocytes C,9JD4 Monocytes NC+I,9JD4 Naive T cells,9JD4 Neutrophils LD,9JD4 NK,9JD4 pDCs,9JD4 Plasmablasts,9JD4 VD2-,9JD4 VD2+,925L B Memory,925L B Naive,925L Basophils LD,925L CD4+ effector,925L CD8 activated,925L MAIT,925L mDCs,925L Monocytes C,925L Monocytes NC+I,925L Naive T cells,925L Neutrophils LD,925L NK,925L pDCs,925L Plasmablasts,925L VD2-,925L VD2+,DZQV B Memory,DZQV B Naive,DZQV Basophils LD,DZQV CD4+ effector,DZQV CD8 activated,DZQV MAIT,DZQV mDCs,DZQV Monocytes C,DZQV Monocytes NC+I,DZQV Naive T cells,DZQV Neutrophils LD,DZQV NK,DZQV pDCs,DZQV Plasmablasts,DZQV VD2-,DZQV VD2+,G4YW B Memory,G4YW B Naive,G4YW Basophils LD,G4YW CD4+ effector,G4YW CD8 activated,G4YW MAIT,G4YW mDCs,G4YW Monocytes C,G4YW Monocytes NC+I,G4YW Naive T cells,G4YW Neutrophils LD,G4YW NK,G4YW pDCs,G4YW Plasmablasts,G4YW VD2-,G4YW VD2+
CTD-2583P5.3,Neutrophils LD,1.8532140271,0.5608883162,1.7621,0.6351967707,0.1163958641,0,3.8563,3.1591,11.445842857,0.5746686324,54.5172,0,2.1648,0.4079,0,0,0.0967819798,0,1.9804,0.679389948,0,0,11.2766,9.6583,7.5290236842,0.635547541,14.4695,1.2622,2.4047,0.9992,0,0,0.393991689,4.3264816046,9.1735,0.4966123096,0,1.5724,2.5877,7.7436,7.9981645161,0,19.2254,0,4.4847,0,0,0,1.0006095694,0.2587448485,5.1162,0.6402276365,1.9679893346,0.9805,5.7882,14.1769,8.2023116959,0.1132002672,66.0177,1.664,3.8194,0,1.274,0
CTD-3088G3.8,Neutrophils LD,3.5296868778,1.116967354,4.2342,1.588686455,4.5340354505,1.0144,2.1256,0.9942,0.2557941176,4.4539680218,41.584,8.0935,0.8372,1.0509,1.7889,0.3798,1.6629527564,1.1905772128,5.4743,2.6255626503,4.4487290274,1.4055,1.9746,0.2335,0.7145289474,4.8267424918,56.8495,7.2699,0.5034,0.7056,2.9623,1.526,0.4680812332,1.4464648138,7.1116,1.7088883327,4.5771576711,1.5361,0.609,0.5748,0.1342177419,2.9571619571,58.2014,4.2527,2.5321,1.0062,2.5296,2.6479,1.0916344498,2.2143591919,5.301,1.6326419174,2.5506827513,2.0774,0.2468,0.4505,0.3598526316,3.1335169534,67.0671,4.7786,0.3957,0.6612,1.246,0.624
CTD-3116E22.8,mDCs,0,3.883395189,0,0,0,0,13.6301,0,0,0,0,0,1.9171,0,0,0,0,0,0,0,0,0,14.8673,0,0.1667289474,0,0,0,0,0,0,0,0,0.2571683668,0,0,0,0,6.6069,0,0.1648693548,0,0,0,1.7387,0,0,0,0,1.6555014141,0,0,0,0,18.133,0,0.4063859649,0,0,0,0,0,0,0
CTLA4,CD4+ effector,0,0.0455463918,0,56.035982813,4.7022382406,2.6163,0.1545,0,0.199894958,12.887418218,0,0,0,0,0.4558,0.1304,0.0323861292,0,0,52.196572116,9.5170596884,1.9349,0.2867,0,1.8621815789,8.6128857049,0,0.0631,0,0.4866,0,3.5691,0.0088648794,0.2046053295,0.0655,66.26379706,10.494337923,9.2174,1.1104,0,0.0628822581,17.762507055,0,0,0,0.4452,43.3356,8.7933,0,0,0,14.054728308,0.1667444313,0,0,0,0,1.8951025889,0,0,0,0,0,0
CTNNA2,Basophils LD,0.2100488688,0.1746797251,24.6152,0.1678989834,0.0313103233,0.1131,0.0708,0.1701,0.0891,0.1955474949,0.068,0.1667,0,0.2892,0.2107,0.1717,0.1674266153,0.1769543464,27.416,0.1355416333,0.213204373,0.217,0.1112,0.051,0.1616315789,0.2360241311,0.0362,0.1614,0.0622,0.0128,0.2236,0.0767,0.2291096515,0.4739481948,10.1976,0.1363716925,0.1780133753,0.0666,0.1486,0.0512,0.0460725806,0.2555056018,0.1043,0,0.0496,0.0309,0.0394,0.1194,0.0357100478,0.1573543434,21.3392,0.193890468,0.1348089429,0.0552,0.0777,0.1667,0.0409687135,0.1748738934,0.2423,0.1294,0.0479,0.0407,0.1265,0.1798
CTSL,Monocytes NC+I,0.6629936652,3.4264900344,2.2779,13.767954551,0.4218300837,0.3197,6.6464,34.5739,315.73037185,17.592439922,0.5116,3.7637,0,0.0674,0,2.2781,0.9301532899,0.8178102989,0.4363,7.6417704974,1.9779665996,0,19.8975,33.1581,289.62134737,7.1374095738,0.4099,1.2628,2.533,0.3341,0.12,0.6671,5.2733726542,7.6305627507,0.1684,17.264677957,0.0453413061,0.1808,12.9533,48.5737,303.45412419,26.125190232,1.1351,2.498,0.2779,0.6499,1.0144,0.7728,3.7980822967,5.2236119192,1.601,7.4811768108,0.170648537,0.162,13.2924,45.2231,304.15693947,11.330566344,1.7166,2.8472,0.1403,0.8066,0.1804,0.1777
CTSV,pDCs,0.6557443439,0.6580652921,0.5338,0.3626466272,0.2551389299,0.2033,4.5464,0.3934,0.2846420168,0.5189738433,0.7053,0.5246,22.3453,0.3255,0.2273,0.3603,0.8566461174,0.8645118977,0.294,0.5770226429,0.257674667,0.5218,3.202,0.3673,0.3005,0.9121450492,0.36,1.0995,21.0168,0.1419,0.409,0.1671,0.4455737265,0.4972487679,0.6449,0.2545756721,0.2280918175,0.1502,2.1144,0.4787,0.3708887097,0.4810646517,0.2983,0.1784,8.2614,0.2817,0.2932,0,0.4027172249,0.7648105051,0.4223,0.4453028027,0.3245380368,0.2863,3.0714,0.2379,0.3572961988,0.359536312,0.8242,0.2543,34.9526,0.2541,0.1618,0.2259
CUEDC1,pDCs,0,0.4955189003,0.1547,0,0,0,1.3561,2.5693,2.4901983193,0,4.6939,0,45.671,0,0,0,0.6186366331,0,0,0,0.0465204323,0,3.7771,2.0074,7.8265631579,0,5.7464,0,52.7514,0,0,0,2.0277855228,1.047747851,0.1166,0,0,0,4.3593,1.5966,2.8895596774,0,6.6029,0,67.0429,0,0,0,0.3762564593,0,0.6599,0.1204635647,0.0793605474,0,3.2767,0.8757,3.8179555556,0,7.1469,0.4267,91.0479,0,0,0
CUX2,pDCs,0,0,0,0,0.0754515181,0,0,0,0,0.1473869707,0,0,24.2036,0,0,0,0,0,0,0,0,0,0.0396,0,0,0.2460803279,0,0.0167,30.4521,0,0,0.228,0,0.0465952436,0,0.0967517084,0,0,0.1633,0,0,0.1145301542,0,0,26.7894,0,0,0,0.0451200957,0.1172888889,0,0,0,0,0.0312,0,0.0167488304,0,0,0,46.6052,0,0,0
CXCL1,Neutrophils LD,0,0.043452921,0.3146,0,0,0,0,3.3225,0.6833428571,0,255.5783,0,0,0,0,0,0.2235172496,0.3871594022,0,0.0121710468,0,0,0,21.6697,0.7341,0.1278798689,536.8489,0,0,0,0,0,1.5811994638,5.4948893983,0,0.0209445504,0,0,2.008,14.4099,0.930066129,0,364.029,0,0,0.0477,0,0,0.6585511962,0.436,0,0,0,0,0.121,10.0837,0.507755848,0,275.6185,0,0,0,0,0
CXCL6,Neutrophils LD,0,0,0,0,0,0,0,0,0,0,13.0413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9922,0,0,0,0,0,0,0,0,0,0,0,0,0.0693,0,0,15.6811,0,0,0,0,0
CXCL8,Neutrophils LD,14.698981448,37.111634021,61.2209,0.2069248236,0.0821523387,0,136.644,1467.993,214.55215084,0,6319.6509,1.2725,0.0732,2.6872,0.8505,0.3948,105.38170966,81.532191624,174.406,0.8779107424,0.5812484041,0,1714.3846,3697.6311,997.65929474,2.4145443279,17426.3398,6.7955,21.3887,11.3219,0.2892,0.2551,395.8653193,529.08224183,135.2699,1.7484634287,0.0216500393,0.5821,1964.597,4300.2129,913.86709516,0.2700863322,9961.6611,12.4647,0.0663,53.6699,0.7838,0,31.057727273,53.618845051,200.7719,0.749363181,0.0308842614,0.0771,240.2904,1161.621,180.38265673,0.6563533656,5837.8281,2.8863,0.5327,13.6797,0.1719,0.3389
CXCL16,Monocytes NC+I,18.624800452,17.122640206,3.6048,3.1726824901,1.1719730675,3.3231,151.0353,147.6483,476.11851134,2.1108142106,264.6715,2.3285,32.7958,1.7316,1.8384,3.3896,10.102153231,17.69071722,6.7574,2.9490272383,1.3071607439,3.7077,113.6334,102.1301,487.82826316,6.5095262951,194.24,5.9217,32.4736,4.6315,1.2976,4.4062,16.122625469,24.501790315,6.6018,4.7228991392,2.298259166,3.7251,108.1597,102.8283,435.17521613,5.8275193405,109.154,4.7891,7.914,1.1163,4.0443,1.4587,10.704488517,18.595371515,2.8224,1.8913834441,1.8452878952,3.6174,101.3233,127.1283,315.92136287,3.1281945382,116.259,4.13,18.5389,1.9981,0.7407,3.1844
CXCR1,Neutrophils LD,0.067481448,0.5532704467,93.258,0.2707210382,10.571696406,0,0.0404,2.2551,2.1397827731,0,1803.9399,50.1284,0.3896,0,28.1394,0.5607,2.3215125074,2.0661453799,94.0039,0.0489983445,11.545828374,0,0,0.6822,3.9172078947,0.2956259016,2144.27,59.9731,3.4832,0.1108,13.9018,0.5482,1.8999774799,1.6044316332,91.6007,0.2166898292,6.0265998426,0,1.5024,1.3563,2.5558967742,0,891.388,51.2145,0.0437,0,27.4138,13.6692,3.5322397129,3.244199596,117.835,0.4613386213,24.7824668,0,1.6476,2.6321,0.7611622807,0.2091732754,1967.12,86.3792,1.1554,0.3214,34.187,2.6504
CXCR2,Neutrophils LD,0.4865040724,0.7588041237,63.6626,0.6830359706,11.803845478,0.1278,5.9127,15.3661,7.6647680672,0.0444923509,3332.9316,89.4656,21.9758,0.0616,42.4882,4.8672,5.3798892116,3.2635788477,62.6505,0.3852593987,29.755983061,0,9.3972,29.1928,8.7254842105,1.1464141639,3440.0742,105.1644,53.2091,0.0641,31.7228,3.1691,3.0801364611,6.252948596,69.457,0.8055943716,17.415465618,0.1177,16.2652,24.3711,5.4983935484,0.9831421202,1453.519,96.2886,12.8897,0.5579,67.7486,35.2405,6.972969378,2.8131680808,64.4876,0.4642362228,37.887994502,0.9769,10.4999,48.1863,7.9171239766,0.3238483548,3680.74,134.4931,19.281,0.8465,76.6915,10.224
CXCR6,MAIT,0.796999095,0.7570491409,0.4345,22.852533913,17.166795076,285.4842,0.2218,0.3391,0.3331243697,3.2504172506,0.128,18.689,0.5529,0,21.5933,159.4826,0.1128997629,0.4485576882,0.0597,8.1538755605,36.776372606,280.0817,0.1449,0.0996,1.3442105263,0.3786700984,0,6.499,0.1255,0,38.0995,124.6773,0.1431790885,0.6400269341,0,24.656138909,39.871595515,232.1373,0,0,0.4832225806,1.6725348165,0,7.5313,1.4338,0,8.0869,37.215,1.2820909091,1.9792543434,1.1078,30.439659549,21.897576876,257.5357,0.542,0.9716,0.246447076,2.3802366461,0,12.0198,2.3299,0,13.2921,123.669
CYB561A3,pDCs,486.82825023,736.4629945,41.5732,61.692798182,66.868964041,70.1042,87.6537,94.0133,79.207337395,57.229213462,29.3692,91.3208,2323.5244,23.1326,67,69.5108,417.44399905,857.03962835,46.7547,64.447266941,78.43495994,57.1732,100.3942,68.4683,84.398657895,90.307066164,17.868,90.2289,2242.6074,16.2052,79.7171,49.2054,407.02876113,766.28435794,53.2039,57.827680638,51.362419512,54.5565,78.5534,115.2429,122.8006129,53.006275341,15.9326,71.6893,2174.1528,23.6229,72.2518,45.9335,438.87763349,771.15678323,38.9714,54.312867745,72.282257433,54.8644,124.7659,121.502,88.155036257,63.125733556,19.0432,91.2754,2736.4063,25.3141,70.1478,48.6674
CYP1B1,Monocytes C,1.2908126697,4.8727611684,0,0.0690182095,0,0.3309,0.7791,198.3024,14.251815126,0.1857240617,4.341,0,0,1.4182,0,0.0617,5.6165069354,10.302519942,0.8896,0.0286710616,0,0,2.0867,173.9414,18.526813158,0.2411188852,4.1762,0.3239,0,1.3508,1.7088,0.3512,16.258906434,15.895478109,0,0.1218510926,0.0063625492,0.4045,2.4253,167.0603,11.099767742,0.0549578621,6.1864,0,0,0.3954,0,0,10.066697129,22.086212323,0,0.0461199068,0.2637057574,0.0227,3.3286,424.7024,39.317981287,0.3963830967,29.8135,1.1515,0,4.5694,0,0
CYP2S1,mDCs,1.7348153846,0.7614735395,0,0.0075703983,0,0,111.7845,23.9725,2.1122848739,0.0211286886,0,0,0.7776,0.1659,0,0.3984,1.0631662715,0.1035411307,1.264,0.0051668003,0,0,82.3313,27.5425,5.9528894737,0.0261721967,0,1.1643,7.4698,0,0,0,0.975969437,0.9177617192,4.0339,0.2941653887,0,0,84.3493,10.5573,2.1975612903,0,0,1.3921,0.0767,0,0,0,1.7520095694,2.1751591919,1.9031,0.0067270883,0,0,133.5671,44.9171,5.3527988304,0,0,2.8426,2.3965,0.0446,0,0
CYP4F3,Neutrophils LD,1.7306828054,4.3384171821,4.9627,2.1644437089,3.8328349089,2.5615,1.5438,4.0583,2.2017516807,2.9525036418,253.4985,3.7851,1.2702,0.3886,3.3747,1.0985,1.2367725548,3.0674573208,7.0884,2.2627226429,2.9747978387,4.8846,1.2988,3.6324,4.2314657895,6.0632201967,266.4311,1.9637,4.7549,0.0366,3.5117,1.6094,3.0630731903,3.365999255,8.8032,2.2180720501,2.8648804091,1.5405,2.3548,1.5295,1.0459612903,1.4793975004,206.8698,1.3244,2.6539,0.5346,2.3431,2.2978,2.483830622,8.8363743434,10.0195,4.2497296718,1.9719600991,2.1708,2.307,3.0845,1.8608637427,2.451173693,216.7628,2.9926,4.0085,0.4812,1.1066,6.0245
CYP4F22,Monocytes NC+I,0,0,0.2458,1.1580243571,6.6934868374,6.6384,0,0,19.722747059,0.3664560622,0,1.3556,0,0,3.0752,2.8381,0,0.438220144,1.4016,0.6944003044,5.9734619251,12.6135,0.5062,0.6724,26.542378947,0.9143744262,0,1.842,0,0,3.8641,6.0352,0,0.6261636676,2.1183,0.8358216594,2.2168800944,15.9772,0.0374,0.39,27.844306452,0.2794498848,0,2.9608,0,0,3.917,1.1604,0.04494689,0.8425634343,0,1.1740050504,3.8065610901,6.2751,0,0,35.222931871,0.8421831802,0.5887,1.224,0,0.0504,2.9438,1.6362
CYP7B1,Basophils LD,0,0,19.646,0.1605935295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4706,0.1982152784,0,0,0,0.0483,0,0,0,0,0,0,0,0,0.0117932976,0.2960559312,24.4146,0.1876815654,0,0,0.3778,0.0529,0,0,0,0.2715,0,0,0,0,0,0,25.9612,0.1461741931,0.2522251062,0,0.1572,0.3659,0,0,0,0,0,0,0,0
CYP11A1,Basophils LD,0.0903420814,0.1081323024,65.6408,0.2115663318,0.013006729,0.6112,0.2762,0,0,0,1.4336,1.1181,0,0.1288,0,0,0.0077013041,0.0110416421,23.278,0.1427702598,0.0216301583,0,0,0,0,0.1498993443,0,0.3188,0,0.3672,0.3671,0.4038,0.0106520107,0.0850469914,31.5264,0.1050524897,0.0449070024,0,0.1188,0,0,0.0403301188,0.1821,0,0,0.4022,0,0.3079,0,0,36.2815,0.1052335846,0.0704335772,0,0,0.1512,0,0.6517780859,0,0,0,0,0.1771,0
CYP46A1,pDCs,1.3468864253,1.3099876289,2.6389,1.503577096,0.5435688331,1.4042,0.8434,0.8963,0.9441352941,1.6428537844,1.6209,2.078,45.5331,0.382,0.9674,1.5688,0.8199108477,1.3285819085,1.7011,1.1312813734,1.0333046243,1.0906,0.8783,0.8226,0.7003026316,1.9849505574,0.9301,1.7614,32.9423,0.1961,0.7948,0.3908,0.5527812332,0.699725616,3.0167,1.0373599921,2.1870549174,1.3564,0.5069,0.4561,0.6417354839,0.9963152101,1.127,0.4564,28.5925,0.2052,0.7981,1.422,0.8018617225,1.1430583838,2.1937,1.0043401014,1.2253243275,1.2521,0.4529,1.2262,0.5688157895,2.9400629531,1.0824,1.552,31.6333,0.2466,1.2284,1.2157
CYYR1,pDCs,0,0.305419244,1.6224,0,0,0,3.0067,0.1882,0.2346638655,0,0.7258,0,66.6814,0,0,0,0,0,0,0,0,0,0.0304,0.3742,0,0,0.0501,0,78.0148,0,0,0,0,0.7097879656,1.3541,0,0,0,0.1155,0.2048,0,0,0.8247,0,73.6108,0,0,0,0,0,0.6419,0,0,0,1.0238,0.2036,0,0,0.4682,0,78.3601,0,0,0
DAB2,pDCs,1.3961877828,2.0068680412,5.0737,1.2638655603,7.7673860167,0.2823,27.8374,9.6066,6.7301672269,2.314963279,1.3994,43.4474,331.7027,0.1245,4.132,0.316,0.8790957321,5.7988246237,14.2848,1.296073853,4.3888307112,1.7115,17.9087,9.4241,12.686865789,1.3349480656,2.1383,35.7317,266.03,0.5517,12.3138,0.4655,2.1768930295,8.2235519198,6.4358,2.8977595087,8.0891442172,0.6879,17.6366,11.527,4.3999629032,1.3005526857,3.2583,64.2521,376.8684,0,27.5211,4.2994,0.8426650718,1.9623218182,7.7083,2.3236905982,6.8688574563,0.8953,21.245,7.1562,5.3931982456,1.6443965425,1.6631,43.5698,280.9198,1.1643,11.9667,1.3276
DBNDD1,B Naive,2.2123977376,26.403199656,0,3.233115046,0.0961152962,0.6111,0.901,0.0396,0.1033680672,6.2790689712,0.1029,0.0514,5.7534,0.4409,0.0568,0.0467,0.9610500296,57.995455333,0,0.7217000445,0,0.0916,0,0.1609,0.0182526316,3.697723082,0,0.0459,0.8792,0.4334,0.0353,0.0529,1.7431367292,14.969927908,0.094,1.5571627798,0.0520321007,0.0745,0,0.0564,0,1.3679642971,0,0.0555,0.8998,0.3752,0.0592,0,1.7198607656,55.98324404,0,8.1361088056,1.2490705757,0.1888,0.0425,0,0,12.090991248,0,0.1218,0,0.2241,1.8548,1.7697
DEPTOR,mDCs,0.3350986425,0.3102800687,0.4062,1.295796693,0.8095451173,0.3318,14.9663,0,0.2856533613,1.6113041277,0,1.115,2.5499,1.3638,1.6059,0.975,2.2020640782,1.2852306518,0.7223,0.5763931255,1.3135304599,0.6146,12.0262,1.246,1.0703368421,1.5655057705,0,1.0373,3.7572,0.7443,1.5619,1.429,0.9595107239,0.0312309456,0.6548,1.0425298504,1.0243261998,1.6448,14.7305,0,1.7242548387,3.2930061691,0,1.1856,1.6326,0.3829,1.2982,0.3987,0.3783062201,0.9775545455,0,1.1060046187,1.7356117508,2.1797,28.5365,0.0441,0.9974137427,1.8154018874,0,0,2.0445,1.6367,1.1297,0.8566
DFNA5,mDCs,1.4328063348,3.480757732,0.1901,1.9953193219,1.380356409,0.0285,8.1335,2.4812,0.2530857143,0.3898832576,0.1242,0.7443,0,0.5923,1.4271,0.036,1.5717365145,1.1851189269,0.0779,1.0968662732,2.3180556673,0.112,14.5678,6.8924,0.6490657895,1.8715020328,0,2.1517,0.6105,0.0127,0.0657,0.6429,6.1702536193,10.428302178,0.4091,0.4513750761,0.726879229,0.0357,20.6253,5.6308,1.1718758065,1.1639451161,0,0.4738,0.3309,0,1.4138,0.4769,0.5565287081,1.1179890909,0.1433,0.5809716028,0.2735296602,0.8103,19.6707,3.8714,0.7878763158,1.108820628,0.0305,0,2.9481,0.1656,1.34,0.0951
DGAT2,Neutrophils LD,16.342780543,21.831495533,5.8449,0.4068117869,0.2106173478,0.3288,22.6942,33.5099,3.7934794118,0.301106713,342.7085,0.3591,0.9302,4.9948,0.3345,0.158,5.578540901,8.6737035362,1.9301,0.3410555457,0.1765785122,0.1418,6.3019,14.6948,6.6319210526,0.6734928525,526.8259,0.3436,4.1125,1.949,0.2824,0.2472,11.72216756,1.3379366762,6.7193,0.3334340021,0.3905148702,0.4873,5.0565,11.677,2.4743306452,0.3454826449,213.1554,0.5659,0.6666,3.8095,0.1846,0.8167,6.4303827751,13.114614949,4.187,0.4638818612,0.3248246815,0.0674,7.214,43.5244,9.1715108187,0.3510614832,481.0501,0.6967,1.2835,1.4904,0.2082,0.1681
DKK3,MAIT,0.0466927602,0,2.9501,2.892481928,2.9113587559,53.2094,0,0,0,4.7004375457,0,0.6279,0,0,6.9197,11.8428,0.2216550089,0.1382076918,0.3989,2.8460883519,11.034470621,76.2293,0,0,0,15.925396197,0,1.543,0,0,3.1762,22.0232,0,0,0,0.732320388,1.8732173879,23.9078,0,0,0,1.7210439816,0,0,0,0,7.112,0,0,0.3306608081,0.5389,1.8600129788,1.8836176262,36.6689,0,0,0,4.0007648906,0,0,1.1313,0.2398,5.7973,11.1436
DNAJC5B,B Memory,12.14561267,2.3058457045,0,0.2929310071,0.1830876416,0.3316,0.1595,0.4514,0.3640962185,0.2461323928,0.168,0.4614,0.3832,0.0666,0.3208,0.4433,33.957983165,2.2629856608,0.2633,0.4652621752,0.4795,0.3335,0.1127,0.0751,0.1932894737,0.6093700984,0.3504,0.3889,0.3913,1.3704,0.2246,0.1448,25.317563539,2.967457937,0.5926,0.5758759303,0.5180505114,0.6927,0.392,0.9506,0.5504580645,0.4521458252,0.4071,0.1895,0.229,0.1311,0.5184,0.2747,15.855898086,3.3794490909,0.0839,0.5704579182,0.4267942898,0.5307,0.9642,1.9864,0.4301032164,0.3358981961,0.0658,0.227,2.3139,0.7668,0.8399,0.2475
DNASE1L3,pDCs,1.0208904977,2.8595707904,0.0834,0.4440616792,0.3906484655,0.4531,54.4384,0.5775,2.3727,0.5489229963,0.5483,0.2711,442.648,0.0263,0.3653,0.0646,0.4742686426,0.6422493986,0.6373,0.2527772903,0.1672105554,0.3026,42.3381,0.3811,2.4619210526,0.4617128525,0.0933,1.03,215.9611,0.122,0.3308,0.3118,3.0460965147,3.4678356447,0.2362,0.4119954046,0.1060935484,0.5504,16.6199,0.7248,0.4509580645,0.5397736926,0.1876,1.6096,276.4045,0.0741,0.3214,0.2539,0.3070674641,1.1452066667,0.4628,0.3627990612,0.4423663049,0.562,18.3793,0.5199,0.4498333333,0.2747406715,0.658,3.0919,289.9692,0.1533,0.2063,0.2949
DOCK4,Neutrophils LD,0.1126963801,0.152643299,0.0903,0.2521010106,0.2552767602,0.1643,1.6109,6.7195,4.0630533613,1.0836412945,40.6064,0,2.1736,0.0314,0.1784,0.1219,0.142133195,0.0889776377,0.1164,0.1556836748,0.1159850465,0.1918,2.7192,6.5733,4.4947657895,0.1230556721,20.3725,0.1928,0.0277,0,0.1858,1.9278,0.154410992,0.2687674499,0.2569,0.3010152364,1.6447509835,0.0898,2.3232,4.3431,8.4314548387,0.2586897359,62.1168,0.0899,0.3807,0.1376,0.1595,0.1198,0.1576617225,0.5279026263,0.1093,0.5900243747,0.4492984663,0.2775,0.4875,4.8134,4.1097002924,0.4498471522,12.1449,0.5486,0.2118,0.0269,1.3282,0.2715
DPP4,MAIT,1.8852918552,0.496371134,1.1636,117.4317469,4.9303362219,281.0107,7.3873,0.8927,0.5904432773,77.66915066,0.7688,4.1465,66.7144,0.2437,5.1479,110.8526,0.0659090101,0.8085640331,1.2987,108.40997812,6.1781524755,307.961,8.95,0.451,1.3595315789,79.449344459,0.0715,6.5119,51.8931,0.4733,37.9688,158.0203,0.4785348525,2.0426783954,0.0569,115.21558229,11.318473013,381.425,4.1249,1.477,1.1756370968,49.729141322,1.1267,2.3957,23.5995,0.7004,2.6434,29.4058,0.9574971292,0.4033414141,0.0805,88.160350387,6.7155561114,208.4996,3.4432,0,0.6389175439,69.580764289,0,1.2079,39.4854,0,3.1642,78.1139
DPPA4,pDCs,1.9002027149,7.7012041237,1.9295,2.3460740701,2.3430655999,1.4206,1.2336,1.1818,1.1275638655,3.6253513283,1.4771,3.4403,39.0057,0.3034,2.4813,1.4318,3.6877404268,6.7824317393,1.1983,1.3591747884,1.1155951244,1.8492,0.8892,1.1881,1.1623289474,3.9098674098,1.0529,3.1698,28.2915,0.582,2.6429,0.9003,1.3630664879,8.3926882521,2.7758,2.0311750828,1.2408446105,1.2332,1.4037,1.3181,1.5301645161,2.8512674526,1.7937,1.8985,52.965,0.6301,0.6767,0.5136,0.8867899522,5.8907624242,2.7098,2.1628876311,2.1612240208,1.0182,1.2126,1.8584,1.2013143275,3.3017124269,1.2406,2.1853,35.8924,0.3228,1.8719,1.7651
DSC1,Naive T cells,0,0,0,1.2598566619,0.0984642048,0.0286,0,0.0535,0,18.371654917,0,0.0318,0,0,0,1.7624,0,0.0042691033,0.7063,1.279993853,0,0,0.03,0,0,27.883705443,0.0371,0,0,0,0,0,0.0254316354,0,0,2.4610945901,0.5474681353,0,0.0221,0.027,0.0060177419,15.956049725,0,0,0,0,0,0.0393,0,0,0,1.1481911807,0.1784223926,0,0,0,0,21.632851679,0,0,0,0,0.283,0.4436
DSC2,Neutrophils LD,0.0769859729,0.3026800687,0.3552,0.0587474764,0.0150284589,0.0488,0.0788,6.4961,2.045210084,0.1037558616,33.7617,0.1116,0.0285,0,0.0693,0.1376,0.2369672199,0.1118998992,0.6611,0.0883627914,0.0694729078,0.1171,0.083,10.6793,0.8043842105,0.1598581639,43.3524,0.1222,0.1235,0.0172,0.0587,0.0567,0.7594128686,2.4193672206,5.182,0.1047951662,0.0602892998,0.0955,0.542,22.4754,3.047533871,0.0644820954,137.262,0.1907,0.0424,0.2172,0.1124,0.105,0.292545933,1.2653428283,0.1418,0.1217235798,0.1053981831,0.0873,1.5286,12.5281,1.942369883,0.1158832303,60.8053,0.102,0.0751,0.231,0.0435,0.0964
DSG3,Basophils LD,0.0445900452,0.1318934708,12.1653,0.05960543,0.0051616609,0.0749,0.0678,0.0933,0.0144957983,0.0404814835,0.038,0,0.0745,0.0118,0.0311,0.0272,0.0812827504,0.0225607778,15.005,0.0375289013,0.014117718,0.049,0.0621,0.1099,0.0339315789,0.0423160656,0.2816,0.1902,0,0,0.0201,0.0484,0.0056533512,0.0986154728,29.4183,0.1272767779,0.0152440598,0.0314,0.0908,0.0247,0.0513016129,0.1215686226,0.0611,0.0336,0.0551,0,0.0692,0.1695,0.0518244019,0.0625389899,23.8709,0.0501217433,0.0483632846,0,0,0.0288,0.0904154971,0.0945745114,0.1524,0.1367,0.2021,0.0132,0.0287,0
DYRK3,pDCs,0.2929149321,0,0.3016,0.3282965495,0,0.5843,0.1167,0,0.2358651261,0,0.7123,0,14.8988,0.2962,0,1.2399,0.0029284529,0,0.1992,0.299724974,0,2.0718,0.0564,0,0.3698789474,0,0.3731,0,5.0941,0,0,0,0,0,0,0.3341713018,0.148683871,0,0.1467,0,0.0151177419,0,0.2736,0,8.7032,0.2537,0,0,0,0.0142909091,0.105,0.4658517371,0,0.178,0,0,0.0376608187,0,0.7984,0,16.7384,0.2887,0.7929,0.1242
DYSF,Neutrophils LD,0.4104117647,1.3167666667,0.0215,0.0408525894,3.2470865748,1.3351,1.6891,25.6104,2.3219138655,1.0339626772,209.7294,7.8037,0,0,3.6341,1.8516,2.3487996443,3.3307803889,0.073,0.0502336748,1.6539870319,0.0876,3.3985,62.2399,7.5299578947,2.3107609836,274.3051,5.6898,2.0931,0.0077,5.0264,0.0149,3.6595504021,6.167177192,0,0.1925825983,1.8750730134,0.0433,4.6353,55.881,23.82156129,0.3158115937,346.8356,7.2256,0,0.6814,2.8511,1.9624,2.8340253589,3.3211579798,0.3576,0.0493112246,3.5930254837,0.4157,2.1087,56.9209,5.3085666667,0.4898011358,232.7428,7.6435,0,0.1509,5.5609,3.1092
EBI3,B Memory,12.851936652,2.7656333333,0,0.0174022246,0,0,2.1596,1.107,4.435589916,0,0,0,0.7156,0.0994,0,0,26.965501067,1.2019225279,0,0,0,0,0,0.6223,0.5379394737,0,0,0,0,1.3096,0,0,9.0992892761,1.7687566189,0,0,0,0,3.875,0.1088,2.3767064516,0,0.3297,0,0,0.2571,0,0,36.6490311,8.9095711111,0,0,0,0,0.3245,0.1077,4.2235163743,0,0,0,0,0,0,0
